(4, 512, 512)
Starting random mask  training on 0 using ADAM(sigma=0.1,lr=0.01,decay=0,beta=0)
Noisy PSNR is '22.726474100769742'
Pruning with threshold : 0.024278894066810608
1.1.1.weight         | nonzeros =    4098 /   12800             ( 32.02%) | total_pruned =    8702 | shape = torch.Size([16, 32, 5, 5])
1.7.1.7.1.7.1.7.1.7.1.2.weight | nonzeros =     128 /     128             (100.00%) | total_pruned =       0 | shape = torch.Size([128])
1.7.1.7.1.7.1.7.1.7.1.2.bias | nonzeros =       0 /     128             (  0.00%) | total_pruned =     128 | shape = torch.Size([128])
1.7.1.7.1.7.1.7.1.7.1.4.1.weight | nonzeros =       0 /  409600             (  0.00%) | total_pruned =  409600 | shape = torch.Size([128, 128, 5, 5])
1.7.1.7.1.7.1.7.1.7.1.4.1.bias | nonzeros =       0 /     128             (  0.00%) | total_pruned =     128 | shape = torch.Size([128])
1.7.1.7.1.7.1.7.1.7.1.5.weight | nonzeros =     128 /     128             (100.00%) | total_pruned =       0 | shape = torch.Size([128])
1.7.1.7.1.7.1.7.1.7.1.5.bias | nonzeros =       0 /     128             (  0.00%) | total_pruned =     128 | shape = torch.Size([128])
1.7.1.7.1.7.1.7.1.7.2.weight | nonzeros =     128 /     128             (100.00%) | total_pruned =       0 | shape = torch.Size([128])
1.7.1.7.1.7.1.7.1.7.2.bias | nonzeros =       0 /     128             (  0.00%) | total_pruned =     128 | shape = torch.Size([128])
1.7.1.7.1.7.1.7.1.7.3.1.weight | nonzeros =   25898 /  147456             ( 17.56%) | total_pruned =  121558 | shape = torch.Size([128, 128, 3, 3])
1.7.1.7.1.7.1.7.1.7.3.1.bias | nonzeros =      24 /     128             ( 18.75%) | total_pruned =     104 | shape = torch.Size([128])
1.7.1.7.1.7.1.7.1.7.4.weight | nonzeros =     128 /     128             (100.00%) | total_pruned =       0 | shape = torch.Size([128])
1.7.1.7.1.7.1.7.1.7.4.bias | nonzeros =       0 /     128             (  0.00%) | total_pruned =     128 | shape = torch.Size([128])
1.7.1.7.1.7.1.7.2.weight | nonzeros =     128 /     128             (100.00%) | total_pruned =       0 | shape = torch.Size([128])
1.7.1.7.1.7.1.7.2.bias | nonzeros =       0 /     128             (  0.00%) | total_pruned =     128 | shape = torch.Size([128])
1.7.1.7.1.7.1.7.3.1.weight | nonzeros =   26228 /  147456             ( 17.79%) | total_pruned =  121228 | shape = torch.Size([128, 128, 3, 3])
1.7.1.7.1.7.1.7.3.1.bias | nonzeros =      16 /     128             ( 12.50%) | total_pruned =     112 | shape = torch.Size([128])
1.7.1.7.1.7.1.7.4.weight | nonzeros =     128 /     128             (100.00%) | total_pruned =       0 | shape = torch.Size([128])
1.7.1.7.1.7.1.7.4.bias | nonzeros =       0 /     128             (  0.00%) | total_pruned =     128 | shape = torch.Size([128])
1.7.1.7.1.7.2.weight | nonzeros =     128 /     128             (100.00%) | total_pruned =       0 | shape = torch.Size([128])
1.7.1.7.1.7.2.bias   | nonzeros =       0 /     128             (  0.00%) | total_pruned =     128 | shape = torch.Size([128])
1.7.1.7.1.7.3.1.weight | nonzeros =   25950 /  147456             ( 17.60%) | total_pruned =  121506 | shape = torch.Size([128, 128, 3, 3])
1.7.1.7.1.7.3.1.bias | nonzeros =      26 /     128             ( 20.31%) | total_pruned =     102 | shape = torch.Size([128])
1.7.1.7.1.7.4.weight | nonzeros =     128 /     128             (100.00%) | total_pruned =       0 | shape = torch.Size([128])
1.7.1.7.1.7.4.bias   | nonzeros =       0 /     128             (  0.00%) | total_pruned =     128 | shape = torch.Size([128])
1.7.1.7.2.weight     | nonzeros =     128 /     128             (100.00%) | total_pruned =       0 | shape = torch.Size([128])
1.7.1.7.2.bias       | nonzeros =       0 /     128             (  0.00%) | total_pruned =     128 | shape = torch.Size([128])
1.7.1.7.3.1.weight   | nonzeros =   12991 /   73728             ( 17.62%) | total_pruned =   60737 | shape = torch.Size([64, 128, 3, 3])
1.7.1.7.3.1.bias     | nonzeros =      15 /      64             ( 23.44%) | total_pruned =      49 | shape = torch.Size([64])
1.7.1.7.4.weight     | nonzeros =      64 /      64             (100.00%) | total_pruned =       0 | shape = torch.Size([64])
1.7.1.7.4.bias       | nonzeros =       0 /      64             (  0.00%) | total_pruned =      64 | shape = torch.Size([64])
1.7.2.weight         | nonzeros =      64 /      64             (100.00%) | total_pruned =       0 | shape = torch.Size([64])
1.7.2.bias           | nonzeros =       0 /      64             (  0.00%) | total_pruned =      64 | shape = torch.Size([64])
1.7.3.1.weight       | nonzeros =    7699 /   18432             ( 41.77%) | total_pruned =   10733 | shape = torch.Size([32, 64, 3, 3])
1.7.3.1.bias         | nonzeros =      16 /      32             ( 50.00%) | total_pruned =      16 | shape = torch.Size([32])
1.7.4.weight         | nonzeros =      32 /      32             (100.00%) | total_pruned =       0 | shape = torch.Size([32])
1.7.4.bias           | nonzeros =       0 /      32             (  0.00%) | total_pruned =      32 | shape = torch.Size([32])
2.weight             | nonzeros =      32 /      32             (100.00%) | total_pruned =       0 | shape = torch.Size([32])
2.bias               | nonzeros =       0 /      32             (  0.00%) | total_pruned =      32 | shape = torch.Size([32])
3.1.weight           | nonzeros =    2628 /    4608             ( 57.03%) | total_pruned =    1980 | shape = torch.Size([16, 32, 3, 3])
3.1.bias             | nonzeros =      11 /      16             ( 68.75%) | total_pruned =       5 | shape = torch.Size([16])
4.weight             | nonzeros =      16 /      16             (100.00%) | total_pruned =       0 | shape = torch.Size([16])
4.bias               | nonzeros =       0 /      16             (  0.00%) | total_pruned =      16 | shape = torch.Size([16])
6.1.weight           | nonzeros =      43 /      48             ( 89.58%) | total_pruned =       5 | shape = torch.Size([3, 16, 1, 1])
6.1.bias             | nonzeros =       3 /       3             (100.00%) | total_pruned =       0 | shape = torch.Size([3])
alive: 150338, pruned : 2858529, total: 3008867, Compression rate :      20.01x  ( 95.00% pruned)
epoch:  0 loss:  0.05177765712141991 PSNR:  13.704796474556122 PSNR_noisy:  12.858576230869778
epoch:  200 loss:  0.05058841407299042 PSNR:  13.826962742783051 PSNR_noisy:  12.959489494542684
epoch:  400 loss:  0.05058841407299042 PSNR:  13.826962714089401 PSNR_noisy:  12.959489489714693
epoch:  600 loss:  0.05058841034770012 PSNR:  13.826962709448251 PSNR_noisy:  12.959489493133567
epoch:  800 loss:  0.05058841407299042 PSNR:  13.826962714089401 PSNR_noisy:  12.959489489714693
epoch:  1000 loss:  0.05058841034770012 PSNR:  13.826962714334872 PSNR_noisy:  12.959489490901426
epoch:  1200 loss:  0.05058841407299042 PSNR:  13.826962724508075 PSNR_noisy:  12.959489480711756
epoch:  1400 loss:  0.05058841407299042 PSNR:  13.826955804592105 PSNR_noisy:  12.959489310362661
epoch:  1600 loss:  0.05058841407299042 PSNR:  13.826963619282658 PSNR_noisy:  12.959489485501228
epoch:  1800 loss:  0.05058841034770012 PSNR:  13.82696308249658 PSNR_noisy:  12.95948948965006
epoch:  2000 loss:  0.05058841407299042 PSNR:  13.826962821000189 PSNR_noisy:  12.959489486729643
epoch:  2200 loss:  0.05058842897415161 PSNR:  13.826943470441757 PSNR_noisy:  12.959488194110493
epoch:  2400 loss:  0.05058841034770012 PSNR:  13.826957127964919 PSNR_noisy:  12.959489365929194
epoch:  2600 loss:  0.05058841407299042 PSNR:  13.826962206544511 PSNR_noisy:  12.959489491965323
epoch:  2800 loss:  0.05058841407299042 PSNR:  13.826962690345923 PSNR_noisy:  12.959489486038606
epoch:  3000 loss:  0.05058841034770012 PSNR:  13.8269625973474 PSNR_noisy:  12.95948948405706
epoch:  3200 loss:  0.05058841034770012 PSNR:  13.826962770687036 PSNR_noisy:  12.95948949507309
epoch:  3400 loss:  0.05058841034770012 PSNR:  13.826962630236434 PSNR_noisy:  12.959489486020031
epoch:  3600 loss:  0.05058841034770012 PSNR:  13.826962600269335 PSNR_noisy:  12.95948948615462
epoch:  3800 loss:  0.05058841034770012 PSNR:  13.826962600269335 PSNR_noisy:  12.95948948615462
epoch:  4000 loss:  0.05058841407299042 PSNR:  13.826962183209643 PSNR_noisy:  12.959489493818484
epoch:  4200 loss:  0.05058841407299042 PSNR:  13.826958426472725 PSNR_noisy:  12.959489422876162
epoch:  4400 loss:  0.05058841034770012 PSNR:  13.826962770687036 PSNR_noisy:  12.95948949507309
epoch:  4600 loss:  0.05058841034770012 PSNR:  13.826962335958497 PSNR_noisy:  12.959489495309013
epoch:  4800 loss:  0.05058841407299042 PSNR:  13.826962755138094 PSNR_noisy:  12.959489483220949
epoch:  5000 loss:  0.05058841407299042 PSNR:  13.82696272009023 PSNR_noisy:  12.959489488774436
epoch:  5200 loss:  0.05058841407299042 PSNR:  13.826962715291234 PSNR_noisy:  12.959489487474642
epoch:  5400 loss:  0.05058841034770012 PSNR:  13.826961879765003 PSNR_noisy:  12.959489494299227
epoch:  5600 loss:  0.050588421523571014 PSNR:  13.826949687908892 PSNR_noisy:  12.95948886713396
epoch:  5800 loss:  0.05058841407299042 PSNR:  13.826959922976826 PSNR_noisy:  12.959489458994199
epoch:  6000 loss:  0.05058841407299042 PSNR:  13.826963153344309 PSNR_noisy:  12.959489486493943
epoch:  6200 loss:  0.05058841407299042 PSNR:  13.826962685453656 PSNR_noisy:  12.959489485920008
epoch:  6400 loss:  0.05058841407299042 PSNR:  13.826962666481307 PSNR_noisy:  12.959489495711864
epoch:  6600 loss:  0.05058841407299042 PSNR:  13.82696292954076 PSNR_noisy:  12.959489482830119
epoch:  6800 loss:  0.05058841407299042 PSNR:  13.826968910625927 PSNR_noisy:  12.959489324645286
epoch:  7000 loss:  0.05058841034770012 PSNR:  13.826964474936661 PSNR_noisy:  12.959489470111272
epoch:  7200 loss:  0.05058841034770012 PSNR:  13.826962327617935 PSNR_noisy:  12.959489492732104
epoch:  7400 loss:  0.05058841407299042 PSNR:  13.826962448370672 PSNR_noisy:  12.959489492661238
epoch:  7600 loss:  0.05058841407299042 PSNR:  13.826962985647313 PSNR_noisy:  12.959489476541307
epoch:  7800 loss:  0.05058841407299042 PSNR:  13.82696281034846 PSNR_noisy:  12.959489485633789
epoch:  8000 loss:  0.050588421523571014 PSNR:  13.826960205291785 PSNR_noisy:  12.959488777449604
epoch:  8200 loss:  0.05058841407299042 PSNR:  13.826961358737954 PSNR_noisy:  12.959489434613127
epoch:  8400 loss:  0.05058841407299042 PSNR:  13.826962869285213 PSNR_noisy:  12.959489486329046
epoch:  8600 loss:  0.05058841034770012 PSNR:  13.826962711750461 PSNR_noisy:  12.959489492250281
epoch:  8800 loss:  0.05058841407299042 PSNR:  13.82696334084082 PSNR_noisy:  12.959489487466735
epoch:  9000 loss:  0.05058841034770012 PSNR:  13.826959328750519 PSNR_noisy:  12.959489440248067
epoch:  9200 loss:  0.05058841407299042 PSNR:  13.826961617780595 PSNR_noisy:  12.959489323746634
epoch:  9400 loss:  0.05058841034770012 PSNR:  13.826962143322136 PSNR_noisy:  12.95948943816726
epoch:  9600 loss:  0.05058841034770012 PSNR:  13.826961810692225 PSNR_noisy:  12.959489416344972
epoch:  9800 loss:  0.05058841407299042 PSNR:  13.826967942396166 PSNR_noisy:  12.959489368577039
epoch:  10000 loss:  0.05058841407299042 PSNR:  13.826966969681669 PSNR_noisy:  12.959489357898391
epoch:  10200 loss:  0.050588421523571014 PSNR:  13.826958228648927 PSNR_noisy:  12.959488840769435
epoch:  10400 loss:  0.05058841407299042 PSNR:  13.826963378298396 PSNR_noisy:  12.959489465625678
epoch:  10600 loss:  0.050588421523571014 PSNR:  13.826954982655533 PSNR_noisy:  12.959488971013096
epoch:  10800 loss:  0.050588421523571014 PSNR:  13.826959827929642 PSNR_noisy:  12.959488727548866
epoch:  11000 loss:  0.05058841034770012 PSNR:  13.826962693704331 PSNR_noisy:  12.95948948106896
epoch:  11200 loss:  0.05058841407299042 PSNR:  13.82696142672023 PSNR_noisy:  12.959489112199078
epoch:  11400 loss:  0.050588421523571014 PSNR:  13.826952028553707 PSNR_noisy:  12.95948900111674
epoch:  11600 loss:  0.05058841407299042 PSNR:  13.826961571769573 PSNR_noisy:  12.959489481137707
epoch:  11800 loss:  0.05058844015002251 PSNR:  13.82694766978892 PSNR_noisy:  12.95948728437615
epoch:  12000 loss:  0.050588421523571014 PSNR:  13.82696295644639 PSNR_noisy:  12.959489053120873
epoch:  12200 loss:  0.05058841407299042 PSNR:  13.826962506194985 PSNR_noisy:  12.959489485225435
epoch:  12400 loss:  0.05058841034770012 PSNR:  13.82696304359911 PSNR_noisy:  12.959489489993585
epoch:  12600 loss:  0.05058842524886131 PSNR:  13.826957026170065 PSNR_noisy:  12.95948852802153
epoch:  12800 loss:  0.05058841034770012 PSNR:  13.826962687365807 PSNR_noisy:  12.959489486961921
epoch:  13000 loss:  0.050588421523571014 PSNR:  13.826957935909556 PSNR_noisy:  12.959488773937757
epoch:  13200 loss:  0.05058841407299042 PSNR:  13.826963804440313 PSNR_noisy:  12.959489441232675
epoch:  13400 loss:  0.05058842897415161 PSNR:  13.826967193230374 PSNR_noisy:  12.959487961422989
epoch:  13600 loss:  0.05058841407299042 PSNR:  13.82696229110669 PSNR_noisy:  12.959489482271223
epoch:  13800 loss:  0.050588421523571014 PSNR:  13.826965055414732 PSNR_noisy:  12.959489132578906
epoch:  14000 loss:  0.05058841407299042 PSNR:  13.826963159129406 PSNR_noisy:  12.959489470353212
epoch:  14200 loss:  0.05058841034770012 PSNR:  13.826963142585045 PSNR_noisy:  12.959489481952641
epoch:  14400 loss:  0.05058842524886131 PSNR:  13.82697192897755 PSNR_noisy:  12.959488495379802
epoch:  14600 loss:  0.05058843642473221 PSNR:  13.82693953961034 PSNR_noisy:  12.959487803946422
epoch:  14800 loss:  0.05058842897415161 PSNR:  13.826961847172829 PSNR_noisy:  12.959488288443806
epoch:  15000 loss:  0.05058842524886131 PSNR:  13.826957777600485 PSNR_noisy:  12.959488489349003
epoch:  15200 loss:  0.05058841407299042 PSNR:  13.826962589887595 PSNR_noisy:  12.959489496642789
epoch:  15400 loss:  0.05058841407299042 PSNR:  13.826961870974472 PSNR_noisy:  12.959489450431203
epoch:  15600 loss:  0.05058841034770012 PSNR:  13.826962452975673 PSNR_noisy:  12.959489488029517
epoch:  15800 loss:  0.05058841407299042 PSNR:  13.826962526585207 PSNR_noisy:  12.959489474351289
epoch:  16000 loss:  0.050588421523571014 PSNR:  13.826952887890755 PSNR_noisy:  12.959489117681295
epoch:  16200 loss:  0.05058841407299042 PSNR:  13.826963712935987 PSNR_noisy:  12.959489401473716
epoch:  16400 loss:  0.05058841034770012 PSNR:  13.826962553955788 PSNR_noisy:  12.959489421676702
epoch:  16600 loss:  0.05058841407299042 PSNR:  13.826962794238508 PSNR_noisy:  12.959489490922573
epoch:  16800 loss:  0.050588421523571014 PSNR:  13.826966000479109 PSNR_noisy:  12.959488789085139
epoch:  17000 loss:  0.05058841407299042 PSNR:  13.826961249787036 PSNR_noisy:  12.959489404464273
epoch:  17200 loss:  0.05058841407299042 PSNR:  13.826962744365671 PSNR_noisy:  12.959489492055356
epoch:  17400 loss:  0.05058841407299042 PSNR:  13.826962693326328 PSNR_noisy:  12.95948948828121
epoch:  17600 loss:  0.05058841034770012 PSNR:  13.82696278281327 PSNR_noisy:  12.959489490329585
epoch:  17800 loss:  0.05058841407299042 PSNR:  13.826961849328194 PSNR_noisy:  12.959489477116444
epoch:  18000 loss:  0.050588443875312805 PSNR:  13.82697037453708 PSNR_noisy:  12.959486627680423
epoch:  18200 loss:  0.050588421523571014 PSNR:  13.826962888298826 PSNR_noisy:  12.95948912447285
epoch:  18400 loss:  0.050588421523571014 PSNR:  13.826956249385347 PSNR_noisy:  12.959489068284231
epoch:  18600 loss:  0.05058841407299042 PSNR:  13.826963497297731 PSNR_noisy:  12.959489492088618
epoch:  18800 loss:  0.05058841407299042 PSNR:  13.82696065860938 PSNR_noisy:  12.959489190300156
epoch:  19000 loss:  0.050588421523571014 PSNR:  13.826963880811483 PSNR_noisy:  12.959488916334536
epoch:  19200 loss:  0.05058841407299042 PSNR:  13.826963365858006 PSNR_noisy:  12.959489186266344
epoch:  19400 loss:  0.05058841407299042 PSNR:  13.82696311888118 PSNR_noisy:  12.95948945158122
epoch:  19600 loss:  0.05058841407299042 PSNR:  13.8269689124749 PSNR_noisy:  12.959489318415702
epoch:  19800 loss:  0.05058842524886131 PSNR:  13.826975049582481 PSNR_noisy:  12.95948875891723
epoch:  20000 loss:  0.050588421523571014 PSNR:  13.826963407989776 PSNR_noisy:  12.95948883210218
epoch:  20200 loss:  0.050588421523571014 PSNR:  13.826959663735234 PSNR_noisy:  12.959488822954423
epoch:  20400 loss:  0.05058841407299042 PSNR:  13.826963052721592 PSNR_noisy:  12.959489471207617
epoch:  20600 loss:  0.05058841034770012 PSNR:  13.826961953214541 PSNR_noisy:  12.959489392164883
epoch:  20800 loss:  0.05058841034770012 PSNR:  13.826963122378217 PSNR_noisy:  12.959489488600862
epoch:  21000 loss:  0.05058841407299042 PSNR:  13.826963450314091 PSNR_noisy:  12.959489484417158
epoch:  21200 loss:  0.05058841034770012 PSNR:  13.826963511661951 PSNR_noisy:  12.959489434975415
epoch:  21400 loss:  0.050588421523571014 PSNR:  13.826974740797368 PSNR_noisy:  12.959488841521322
epoch:  21600 loss:  0.05058841407299042 PSNR:  13.826962822573572 PSNR_noisy:  12.959489492369352
epoch:  21800 loss:  0.05058841407299042 PSNR:  13.826963189711435 PSNR_noisy:  12.95948948651408
epoch:  22000 loss:  0.05058841034770012 PSNR:  13.82696266995493 PSNR_noisy:  12.95948949144232
epoch:  22200 loss:  0.05058841407299042 PSNR:  13.826964135779637 PSNR_noisy:  12.959489386801952
epoch:  22400 loss:  0.05058842524886131 PSNR:  13.82695912018997 PSNR_noisy:  12.959488779242754
epoch:  22600 loss:  0.05058841407299042 PSNR:  13.826966033860577 PSNR_noisy:  12.959489389806773
epoch:  22800 loss:  0.05058841034770012 PSNR:  13.826962955556162 PSNR_noisy:  12.959489479307212
epoch:  23000 loss:  0.05058842897415161 PSNR:  13.826957502308312 PSNR_noisy:  12.959487779055415
epoch:  23200 loss:  0.05058841407299042 PSNR:  13.826962736807635 PSNR_noisy:  12.95948948436359
epoch:  23400 loss:  0.05058841407299042 PSNR:  13.826962833934456 PSNR_noisy:  12.959489484220711
epoch:  23600 loss:  0.05058841034770012 PSNR:  13.8269623106106 PSNR_noisy:  12.959489483290117
epoch:  23800 loss:  0.05058842897415161 PSNR:  13.826944207274899 PSNR_noisy:  12.959488215867513
epoch:  24000 loss:  0.05058841407299042 PSNR:  13.826961406497198 PSNR_noisy:  12.959489486182745
epoch:  24200 loss:  0.05058841034770012 PSNR:  13.826962845545816 PSNR_noisy:  12.959489459672696
epoch:  24400 loss:  0.05058841407299042 PSNR:  13.82696426597353 PSNR_noisy:  12.959489432763862
epoch:  24600 loss:  0.05058841407299042 PSNR:  13.82696235534343 PSNR_noisy:  12.95948949140503
epoch:  24800 loss:  0.050588421523571014 PSNR:  13.82695328335187 PSNR_noisy:  12.959489162457391
epoch:  25000 loss:  0.05058841407299042 PSNR:  13.826968269671386 PSNR_noisy:  12.959489353664617
epoch:  25200 loss:  0.05058841407299042 PSNR:  13.826964429220395 PSNR_noisy:  12.959489404788954
epoch:  25400 loss:  0.05058841407299042 PSNR:  13.826962793928656 PSNR_noisy:  12.959489406728695
epoch:  25600 loss:  0.05058842524886131 PSNR:  13.826964495710978 PSNR_noisy:  12.959488642206392
epoch:  25800 loss:  0.05058841407299042 PSNR:  13.82696271512264 PSNR_noisy:  12.959489485660324
epoch:  26000 loss:  0.05058842524886131 PSNR:  13.826977540768958 PSNR_noisy:  12.959488423931989
epoch:  26200 loss:  0.05058841407299042 PSNR:  13.826962369195794 PSNR_noisy:  12.959489485275721
epoch:  26400 loss:  0.05058841407299042 PSNR:  13.826963459141986 PSNR_noisy:  12.959489447645993
epoch:  26600 loss:  0.05058841407299042 PSNR:  13.826962978468815 PSNR_noisy:  12.959489479696737
epoch:  26800 loss:  0.05058844015002251 PSNR:  13.826963222352486 PSNR_noisy:  12.959487461842551
epoch:  27000 loss:  0.05058841407299042 PSNR:  13.826965957276443 PSNR_noisy:  12.959489327483588
epoch:  27200 loss:  0.05058841034770012 PSNR:  13.8269663419163 PSNR_noisy:  12.959489416902347
epoch:  27400 loss:  0.05058841407299042 PSNR:  13.826962808935265 PSNR_noisy:  12.959489495125533
epoch:  27600 loss:  0.05058841034770012 PSNR:  13.826962528867572 PSNR_noisy:  12.95948948588768
epoch:  27800 loss:  0.05058841407299042 PSNR:  13.826961063569295 PSNR_noisy:  12.959489360067238
epoch:  28000 loss:  0.05058841034770012 PSNR:  13.826961343896356 PSNR_noisy:  12.959489423033022
epoch:  28200 loss:  0.05058841407299042 PSNR:  13.826971047284385 PSNR_noisy:  12.959489169677447
epoch:  28400 loss:  0.05058841034770012 PSNR:  13.82696167553668 PSNR_noisy:  12.95948949282398
epoch:  28600 loss:  0.05058841034770012 PSNR:  13.826963537809007 PSNR_noisy:  12.959489458470255
epoch:  28800 loss:  0.05058842897415161 PSNR:  13.82695810147148 PSNR_noisy:  12.959487808549778
epoch:  29000 loss:  0.05058841034770012 PSNR:  13.82696305869767 PSNR_noisy:  12.959489484680747
epoch:  29200 loss:  0.05058843642473221 PSNR:  13.826940120122336 PSNR_noisy:  12.959487677532092
epoch:  29400 loss:  0.05058841407299042 PSNR:  13.826964448580872 PSNR_noisy:  12.959489465805065
epoch:  29600 loss:  0.05058841034770012 PSNR:  13.82696734731796 PSNR_noisy:  12.95948939921139
epoch:  29800 loss:  0.050588421523571014 PSNR:  13.826956012525141 PSNR_noisy:  12.959489016481447
epoch:  30000 loss:  0.05058841407299042 PSNR:  13.826962350391824 PSNR_noisy:  12.959489489633622
epoch:  30200 loss:  0.05058841407299042 PSNR:  13.826962292864923 PSNR_noisy:  12.95948949585477
epoch:  30400 loss:  0.05058841407299042 PSNR:  13.826962684536374 PSNR_noisy:  12.959489490126154
epoch:  30600 loss:  0.05058841034770012 PSNR:  13.82696245684089 PSNR_noisy:  12.959489485695912
epoch:  30800 loss:  0.05058841407299042 PSNR:  13.826962619386746 PSNR_noisy:  12.959489487406781
epoch:  31000 loss:  0.05058841407299042 PSNR:  13.826962446799737 PSNR_noisy:  12.959489491431267
epoch:  31200 loss:  0.05058841407299042 PSNR:  13.826962754260105 PSNR_noisy:  12.959489492609782
epoch:  31400 loss:  0.05058841034770012 PSNR:  13.826963542579886 PSNR_noisy:  12.95948945336184
epoch:  31600 loss:  0.05058841034770012 PSNR:  13.826962584185754 PSNR_noisy:  12.959489482999889
epoch:  31800 loss:  0.05058841034770012 PSNR:  13.826962315605446 PSNR_noisy:  12.959489484173993
epoch:  32000 loss:  0.05058841034770012 PSNR:  13.826962785299749 PSNR_noisy:  12.959489487153581
epoch:  32200 loss:  0.05058841407299042 PSNR:  13.826959495020594 PSNR_noisy:  12.959489452815564
epoch:  32400 loss:  0.05058844015002251 PSNR:  13.826975742450639 PSNR_noisy:  12.959487053673902
epoch:  32600 loss:  0.05058843642473221 PSNR:  13.826979789858642 PSNR_noisy:  12.959487732266554
epoch:  32800 loss:  0.05058841407299042 PSNR:  13.826967145411778 PSNR_noisy:  12.959489405759875
epoch:  33000 loss:  0.050588421523571014 PSNR:  13.826959116864204 PSNR_noisy:  12.959488831770148
epoch:  33200 loss:  0.05058841034770012 PSNR:  13.826963486350149 PSNR_noisy:  12.959489475185919
epoch:  33400 loss:  0.05058841034770012 PSNR:  13.826962409976929 PSNR_noisy:  12.959489477125295
epoch:  33600 loss:  0.05058841407299042 PSNR:  13.826962404727487 PSNR_noisy:  12.959489485393402
epoch:  33800 loss:  0.050588421523571014 PSNR:  13.826959164850486 PSNR_noisy:  12.959488643845635
epoch:  34000 loss:  0.05058841407299042 PSNR:  13.82696246804068 PSNR_noisy:  12.959489449958596
epoch:  34200 loss:  0.05058841407299042 PSNR:  13.8269617361977 PSNR_noisy:  12.959489446750176
epoch:  34400 loss:  0.05058841034770012 PSNR:  13.8269648831014 PSNR_noisy:  12.959489465410092
epoch:  34600 loss:  0.05058841407299042 PSNR:  13.826963542588079 PSNR_noisy:  12.959489391971369
epoch:  34800 loss:  0.05058841034770012 PSNR:  13.826963407878296 PSNR_noisy:  12.959489488056455
epoch:  35000 loss:  0.05058841407299042 PSNR:  13.826960445249101 PSNR_noisy:  12.959489286536245
epoch:  35200 loss:  0.05058841034770012 PSNR:  13.826963462482887 PSNR_noisy:  12.959489324607588
epoch:  35400 loss:  0.05058841034770012 PSNR:  13.826962611290089 PSNR_noisy:  12.959489495718351
epoch:  35600 loss:  0.05058841407299042 PSNR:  13.826964620122357 PSNR_noisy:  12.95948947268143
epoch:  35800 loss:  0.05058841407299042 PSNR:  13.826969606537213 PSNR_noisy:  12.959489113834275
epoch:  36000 loss:  0.05058841407299042 PSNR:  13.826965963651848 PSNR_noisy:  12.95948943666973
epoch:  36200 loss:  0.05058842524886131 PSNR:  13.826964139349355 PSNR_noisy:  12.95948859166494
epoch:  36400 loss:  0.05058841034770012 PSNR:  13.826962694665141 PSNR_noisy:  12.959489483206204
epoch:  36600 loss:  0.05058841034770012 PSNR:  13.826962768152683 PSNR_noisy:  12.959489481002839
epoch:  36800 loss:  0.05058841034770012 PSNR:  13.826962359115797 PSNR_noisy:  12.959489496722247
epoch:  37000 loss:  0.05058841407299042 PSNR:  13.826965575953219 PSNR_noisy:  12.9594894476107
epoch:  37200 loss:  0.05058842897415161 PSNR:  13.826980722026352 PSNR_noisy:  12.95948782058521
epoch:  37400 loss:  0.05058841407299042 PSNR:  13.826962101772871 PSNR_noisy:  12.959489479631916
epoch:  37600 loss:  0.05058841034770012 PSNR:  13.826961243830054 PSNR_noisy:  12.959489478696218
epoch:  37800 loss:  0.050588421523571014 PSNR:  13.826960215465476 PSNR_noisy:  12.959488902504804
epoch:  38000 loss:  0.05058841407299042 PSNR:  13.82696243418944 PSNR_noisy:  12.95948945083419
epoch:  38200 loss:  0.05058842524886131 PSNR:  13.826976496459515 PSNR_noisy:  12.959488576956307
epoch:  38400 loss:  0.050588421523571014 PSNR:  13.826952447504826 PSNR_noisy:  12.959489081430098
epoch:  38600 loss:  0.05058841407299042 PSNR:  13.826961678512928 PSNR_noisy:  12.959489479743185
epoch:  38800 loss:  0.05058841407299042 PSNR:  13.826963755242472 PSNR_noisy:  12.959489473637024
epoch:  39000 loss:  0.05058841407299042 PSNR:  13.826962665359002 PSNR_noisy:  12.95948948645593
epoch:  39200 loss:  0.050588421523571014 PSNR:  13.826960165525497 PSNR_noisy:  12.95948878042465
epoch:  39400 loss:  0.05058844015002251 PSNR:  13.826962797343182 PSNR_noisy:  12.959487496130375
epoch:  39600 loss:  0.05058841034770012 PSNR:  13.826961798380687 PSNR_noisy:  12.959489470883408
epoch:  39800 loss:  0.05058841407299042 PSNR:  13.826963764716107 PSNR_noisy:  12.959489483888252
Output directory: data/denoising/Dataset/mask/0/pai/mag_global_0.95
PSNR of output image is:  13.514862445410586
(1, 3, 256, 256) (1, 3, 256, 256) (3, 256, 256)
(3, 256, 256)
Starting random mask  training on 0 using ADAM(sigma=0.1,lr=0.01,decay=0,beta=0)
Noisy PSNR is '19.799566759787226'
Pruning with threshold : 0.024282093159854412
1.1.1.weight         | nonzeros =    3930 /   12800             ( 30.70%) | total_pruned =    8870 | shape = torch.Size([16, 32, 5, 5])
1.1.1.bias           | nonzeros =       7 /      16             ( 43.75%) | total_pruned =       9 | shape = torch.Size([16])
1.2.weight           | nonzeros =      16 /      16             (100.00%) | total_pruned =       0 | shape = torch.Size([16])
1.2.bias             | nonzeros =       0 /      16             (  0.00%) | total_pruned =      16 | shape = torch.Size([16])
