(3, 512, 512)
Noisy PSNR is '20.19805096271402'
Starting optimization with optimizer 'SAM'
Output directory where image taken from: data/denoising/Set14/mask/4/sparsity_skip/det/0.069/1e-09
Output directory where results stored: data/denoising/Set14/mask/4/sparsity_skip/det/0.069/1e-09/out_sparsenet/0.1
1.0.1.1.weight       | nonzeros =      53 /     128             ( 41.41%) | total_pruned =      75 | shape = torch.Size([4, 32, 1, 1])
1.1.7.1.1.7.6.1.bias | nonzeros =       0 /     128             (  0.00%) | total_pruned =     128 | shape = torch.Size([128])
1.1.7.1.1.7.7.weight | nonzeros =      65 /     128             ( 50.78%) | total_pruned =      63 | shape = torch.Size([128])
1.1.7.1.1.7.7.bias   | nonzeros =       0 /     128             (  0.00%) | total_pruned =     128 | shape = torch.Size([128])
1.1.7.2.weight       | nonzeros =      65 /     132             ( 49.24%) | total_pruned =      67 | shape = torch.Size([132])
1.1.7.2.bias         | nonzeros =       0 /     132             (  0.00%) | total_pruned =     132 | shape = torch.Size([132])
1.1.7.3.1.weight     | nonzeros =    7354 /  152064             (  4.84%) | total_pruned =  144710 | shape = torch.Size([128, 132, 3, 3])
1.1.7.3.1.bias       | nonzeros =       0 /     128             (  0.00%) | total_pruned =     128 | shape = torch.Size([128])
1.1.7.4.weight       | nonzeros =      78 /     128             ( 60.94%) | total_pruned =      50 | shape = torch.Size([128])
1.1.7.4.bias         | nonzeros =       0 /     128             (  0.00%) | total_pruned =     128 | shape = torch.Size([128])
1.1.7.6.1.weight     | nonzeros =    1743 /   16384             ( 10.64%) | total_pruned =   14641 | shape = torch.Size([128, 128, 1, 1])
1.1.7.6.1.bias       | nonzeros =       0 /     128             (  0.00%) | total_pruned =     128 | shape = torch.Size([128])
1.1.7.7.weight       | nonzeros =      59 /     128             ( 46.09%) | total_pruned =      69 | shape = torch.Size([128])
1.1.7.7.bias         | nonzeros =       0 /     128             (  0.00%) | total_pruned =     128 | shape = torch.Size([128])
2.weight             | nonzeros =      63 /     132             ( 47.73%) | total_pruned =      69 | shape = torch.Size([132])
2.bias               | nonzeros =       0 /     132             (  0.00%) | total_pruned =     132 | shape = torch.Size([132])
3.1.weight           | nonzeros =    8947 /  152064             (  5.88%) | total_pruned =  143117 | shape = torch.Size([128, 132, 3, 3])
3.1.bias             | nonzeros =       0 /     128             (  0.00%) | total_pruned =     128 | shape = torch.Size([128])
4.weight             | nonzeros =     110 /     128             ( 85.94%) | total_pruned =      18 | shape = torch.Size([128])
4.bias               | nonzeros =       0 /     128             (  0.00%) | total_pruned =     128 | shape = torch.Size([128])
6.1.weight           | nonzeros =    3658 /   16384             ( 22.33%) | total_pruned =   12726 | shape = torch.Size([128, 128, 1, 1])
6.1.bias             | nonzeros =       0 /     128             (  0.00%) | total_pruned =     128 | shape = torch.Size([128])
7.weight             | nonzeros =      90 /     128             ( 70.31%) | total_pruned =      38 | shape = torch.Size([128])
7.bias               | nonzeros =       0 /     128             (  0.00%) | total_pruned =     128 | shape = torch.Size([128])
9.1.weight           | nonzeros =     166 /     384             ( 43.23%) | total_pruned =     218 | shape = torch.Size([3, 128, 1, 1])
9.1.bias             | nonzeros =       1 /       3             ( 33.33%) | total_pruned =       2 | shape = torch.Size([3])
alive: 153030, pruned : 2064801, total: 2217831, Compression rate :      14.49x  ( 93.10% pruned)
epoch:  0 loss:  0.011736154556274414 PSNR:  26.2144708326826 PSNR_noisy:  19.30474181062525
epoch:  200 loss:  0.010930908843874931 PSNR:  27.698993074374055 PSNR_noisy:  19.613437854113908
epoch:  400 loss:  0.010251711122691631 PSNR:  29.251153201904895 PSNR_noisy:  19.892036733743048
epoch:  600 loss:  0.010032190941274166 PSNR:  29.500509470832554 PSNR_noisy:  19.986041976861916
epoch:  800 loss:  0.009858252480626106 PSNR:  29.584800120411256 PSNR_noisy:  20.062000895524932
epoch:  1000 loss:  0.00973501242697239 PSNR:  29.371639352343813 PSNR_noisy:  20.11663525957287
epoch:  1200 loss:  0.009662038646638393 PSNR:  29.310298969575832 PSNR_noisy:  20.149312509231564
epoch:  1400 loss:  0.009568348526954651 PSNR:  29.119279895462995 PSNR_noisy:  20.19163013501889
epoch:  1600 loss:  0.009489575400948524 PSNR:  28.91518637270427 PSNR_noisy:  20.227532501990705
epoch:  1800 loss:  0.009349829517304897 PSNR:  28.85744008679228 PSNR_noisy:  20.291963456288048
epoch:  2000 loss:  0.009424567222595215 PSNR:  28.52409242192927 PSNR_noisy:  20.25738612011693
epoch:  2200 loss:  0.009152433834969997 PSNR:  28.55605938684827 PSNR_noisy:  20.384634065895632
epoch:  2400 loss:  0.00914850365370512 PSNR:  28.512138520703054 PSNR_noisy:  20.386499588886807
epoch:  2600 loss:  0.009100050665438175 PSNR:  28.32348347193203 PSNR_noisy:  20.409561963701176
epoch:  2800 loss:  0.009118570014834404 PSNR:  28.089136506325264 PSNR_noisy:  20.4007326306225
epoch:  3000 loss:  0.00911607313901186 PSNR:  27.68769104925414 PSNR_noisy:  20.401922005183103
epoch:  3200 loss:  0.008992760442197323 PSNR:  27.807066527011614 PSNR_noisy:  20.461069991806262
epoch:  3400 loss:  0.009014854207634926 PSNR:  27.669324567978002 PSNR_noisy:  20.45041333224726
epoch:  3600 loss:  0.00886089913547039 PSNR:  27.771654388143926 PSNR_noisy:  20.52522250899985
epoch:  3800 loss:  0.008852547965943813 PSNR:  27.761749684485302 PSNR_noisy:  20.529317054214097
epoch:  4000 loss:  0.008842814713716507 PSNR:  27.554133031967854 PSNR_noisy:  20.534094536776347
epoch:  4200 loss:  0.008767916820943356 PSNR:  27.702443893654447 PSNR_noisy:  20.57103601050741
epoch:  4400 loss:  0.008646088652312756 PSNR:  27.562658863281424 PSNR_noisy:  20.63180353903578
epoch:  4600 loss:  0.008651230484247208 PSNR:  27.4747363534129 PSNR_noisy:  20.62922109073377
epoch:  4800 loss:  0.008604689501225948 PSNR:  27.355614958202658 PSNR_noisy:  20.65264796210883
epoch:  5000 loss:  0.008683285675942898 PSNR:  27.204356905761014 PSNR_noisy:  20.613159289013325
epoch:  5200 loss:  0.008546657860279083 PSNR:  27.458549297085337 PSNR_noisy:  20.682036830350384
epoch:  5400 loss:  0.008485827594995499 PSNR:  27.341298254815797 PSNR_noisy:  20.713058128971635
epoch:  5600 loss:  0.008541597984731197 PSNR:  27.131654736822597 PSNR_noisy:  20.684608609447647
epoch:  5800 loss:  0.008524252101778984 PSNR:  27.16109335033854 PSNR_noisy:  20.693437708542962
epoch:  6000 loss:  0.008457137271761894 PSNR:  27.050416525878234 PSNR_noisy:  20.727766429520948
epoch:  6200 loss:  0.008486239239573479 PSNR:  27.135318974015632 PSNR_noisy:  20.712847779990966
epoch:  6400 loss:  0.008552569895982742 PSNR:  27.047656025095876 PSNR_noisy:  20.67903368047828
epoch:  6600 loss:  0.008412845432758331 PSNR:  27.15774008584753 PSNR_noisy:  20.750571183443544
epoch:  6800 loss:  0.008304108865559101 PSNR:  27.122301628112528 PSNR_noisy:  20.807069756454357
epoch:  7000 loss:  0.008462391793727875 PSNR:  26.903556993125342 PSNR_noisy:  20.725068672600745
epoch:  7200 loss:  0.008323467336595058 PSNR:  27.03965971393822 PSNR_noisy:  20.796957365886204
epoch:  7400 loss:  0.008491478860378265 PSNR:  26.893085095131454 PSNR_noisy:  20.710166527765956
epoch:  7600 loss:  0.00839804857969284 PSNR:  27.04082248933053 PSNR_noisy:  20.75821617617592
epoch:  7800 loss:  0.0083573954179883 PSNR:  26.868205202355462 PSNR_noisy:  20.7792905582645
epoch:  8000 loss:  0.008391881361603737 PSNR:  26.794589730824573 PSNR_noisy:  20.76140672545506
epoch:  8200 loss:  0.008277427405118942 PSNR:  26.950022755801367 PSNR_noisy:  20.821046076167935
epoch:  8400 loss:  0.0082553057000041 PSNR:  26.809007315906214 PSNR_noisy:  20.832668402212473
epoch:  8600 loss:  0.008281177841126919 PSNR:  26.91218612172831 PSNR_noisy:  20.819078941747655
epoch:  8800 loss:  0.008266272954642773 PSNR:  26.742486069303023 PSNR_noisy:  20.826902776922505
epoch:  9000 loss:  0.008299889042973518 PSNR:  26.5713098604133 PSNR_noisy:  20.809277233292917
epoch:  9200 loss:  0.008195126429200172 PSNR:  26.69489844594105 PSNR_noisy:  20.864443385479994
epoch:  9400 loss:  0.008313918486237526 PSNR:  26.664447474251247 PSNR_noisy:  20.801942935398593
epoch:  9600 loss:  0.008398471400141716 PSNR:  26.19872457935138 PSNR_noisy:  20.757997530163813
epoch:  9800 loss:  0.008204299956560135 PSNR:  26.711783465073747 PSNR_noisy:  20.85958474274974
epoch:  10000 loss:  0.008135506883263588 PSNR:  26.686885760676667 PSNR_noisy:  20.89615419560705
epoch:  10200 loss:  0.008163554593920708 PSNR:  26.699672384671263 PSNR_noisy:  20.88120713620585
epoch:  10400 loss:  0.008148541674017906 PSNR:  26.647439414873308 PSNR_noisy:  20.889201219589534
epoch:  10600 loss:  0.008173784241080284 PSNR:  26.62032139049751 PSNR_noisy:  20.8757681434927
epoch:  10800 loss:  0.008153161033987999 PSNR:  26.613822885620824 PSNR_noisy:  20.88673991012036
epoch:  11000 loss:  0.008080000057816505 PSNR:  26.7192585292525 PSNR_noisy:  20.925886605766053
epoch:  11200 loss:  0.008176791481673717 PSNR:  26.533977525426323 PSNR_noisy:  20.874170857946144
epoch:  11400 loss:  0.008104560896754265 PSNR:  26.506703383470906 PSNR_noisy:  20.912705282587822
epoch:  11600 loss:  0.008128538727760315 PSNR:  26.519023885206224 PSNR_noisy:  20.899874955155656
epoch:  11800 loss:  0.00810750387609005 PSNR:  26.55030928690257 PSNR_noisy:  20.911128763871346
epoch:  12000 loss:  0.008062092587351799 PSNR:  26.61661250072633 PSNR_noisy:  20.935522577758938
epoch:  12200 loss:  0.008070438168942928 PSNR:  26.54999538725411 PSNR_noisy:  20.93102881492684
epoch:  12400 loss:  0.008101820014417171 PSNR:  26.565300517621097 PSNR_noisy:  20.914174253437352
epoch:  12600 loss:  0.008069619536399841 PSNR:  26.44722775218339 PSNR_noisy:  20.93146966882543
epoch:  12800 loss:  0.008066253736615181 PSNR:  26.413547308427162 PSNR_noisy:  20.933281540285087
epoch:  13000 loss:  0.008301044814288616 PSNR:  26.21094816074917 PSNR_noisy:  20.80867247653844
epoch:  13200 loss:  0.00817425362765789 PSNR:  26.265210354305182 PSNR_noisy:  20.875519499388403
epoch:  13400 loss:  0.008033478632569313 PSNR:  26.50450624295499 PSNR_noisy:  20.950963606522123
epoch:  13600 loss:  0.008093241602182388 PSNR:  26.5428261477231 PSNR_noisy:  20.918775380054512
epoch:  13800 loss:  0.008020821958780289 PSNR:  26.569530936023305 PSNR_noisy:  20.957811121402663
epoch:  14000 loss:  0.008059731684625149 PSNR:  26.52902914854307 PSNR_noisy:  20.936794367419864
epoch:  14200 loss:  0.008106270805001259 PSNR:  26.251005044750887 PSNR_noisy:  20.91178906928721
epoch:  14400 loss:  0.008053509518504143 PSNR:  26.41487363337841 PSNR_noisy:  20.940148461861146
epoch:  14600 loss:  0.007999412715435028 PSNR:  26.413972454980556 PSNR_noisy:  20.96941887534666
epoch:  14800 loss:  0.008050769567489624 PSNR:  26.30064418755545 PSNR_noisy:  20.94162630314551
epoch:  15000 loss:  0.008062642067670822 PSNR:  26.430580559310513 PSNR_noisy:  20.935226279919195
epoch:  15200 loss:  0.008015327155590057 PSNR:  26.481134625792777 PSNR_noisy:  20.96078777959071
epoch:  15400 loss:  0.008048629388213158 PSNR:  26.431825316522524 PSNR_noisy:  20.942780940926674
epoch:  15600 loss:  0.007957697845995426 PSNR:  26.39914336885491 PSNR_noisy:  20.99212563169217
epoch:  15800 loss:  0.007998823188245296 PSNR:  26.468884127951085 PSNR_noisy:  20.969739127985605
epoch:  16000 loss:  0.007994179613888264 PSNR:  26.350594391327338 PSNR_noisy:  20.972261177941135
epoch:  16200 loss:  0.008106804452836514 PSNR:  26.343722199185105 PSNR_noisy:  20.91150319400887
epoch:  16400 loss:  0.007990512065589428 PSNR:  26.41262400371766 PSNR_noisy:  20.974253834533915
epoch:  16600 loss:  0.008115200325846672 PSNR:  26.329896090553333 PSNR_noisy:  20.907007675083698
epoch:  16800 loss:  0.007987502962350845 PSNR:  26.37352636389078 PSNR_noisy:  20.975889932933875
epoch:  17000 loss:  0.008160094730556011 PSNR:  26.15740673605588 PSNR_noisy:  20.883048066688
epoch:  17200 loss:  0.007943782955408096 PSNR:  26.341009748468352 PSNR_noisy:  20.999726653137756
epoch:  17400 loss:  0.008067677728831768 PSNR:  26.237112588303894 PSNR_noisy:  20.932514870258174
epoch:  17600 loss:  0.007960188202559948 PSNR:  26.29916473704073 PSNR_noisy:  20.9907667496527
epoch:  17800 loss:  0.008014209568500519 PSNR:  26.328897511600346 PSNR_noisy:  20.96139291911726
epoch:  18000 loss:  0.007956414483487606 PSNR:  26.262473983654267 PSNR_noisy:  20.992826397290933
epoch:  18200 loss:  0.007953997701406479 PSNR:  26.31368290896817 PSNR_noisy:  20.994145217048924
epoch:  18400 loss:  0.007954160682857037 PSNR:  26.2372978654789 PSNR_noisy:  20.994056270348864
epoch:  18600 loss:  0.007936492562294006 PSNR:  26.196965455701413 PSNR_noisy:  21.003714100227647
epoch:  18800 loss:  0.007957465015351772 PSNR:  26.24112671289181 PSNR_noisy:  20.992252951856692
epoch:  19000 loss:  0.007963163778185844 PSNR:  26.245842055762555 PSNR_noisy:  20.98914382500695
epoch:  19200 loss:  0.007880572229623795 PSNR:  26.32697238182899 PSNR_noisy:  21.034422751759607
epoch:  19400 loss:  0.007947481237351894 PSNR:  26.190297666925172 PSNR_noisy:  20.99770516815012
epoch:  19600 loss:  0.007993048056960106 PSNR:  26.20589114691631 PSNR_noisy:  20.9728760096282
epoch:  19800 loss:  0.007917939685285091 PSNR:  26.17288663606097 PSNR_noisy:  21.013878179887172
epoch:  20000 loss:  0.008014176040887833 PSNR:  26.243471119631412 PSNR_noisy:  20.961411363605258
epoch:  20200 loss:  0.00790443830192089 PSNR:  26.2377870616135 PSNR_noisy:  21.021290223944213
epoch:  20400 loss:  0.00790715217590332 PSNR:  26.201014777678893 PSNR_noisy:  21.019799198893168
epoch:  20600 loss:  0.007947669364511967 PSNR:  26.25050011496392 PSNR_noisy:  20.997602434844424
epoch:  20800 loss:  0.007863656617701054 PSNR:  26.23002566151749 PSNR_noisy:  21.043754741900905
epoch:  21000 loss:  0.007913797162473202 PSNR:  26.19885517692022 PSNR_noisy:  21.016150972263944
epoch:  21200 loss:  0.007931232452392578 PSNR:  26.04280276290797 PSNR_noisy:  21.006593439685695
epoch:  21400 loss:  0.00791064091026783 PSNR:  26.325372582980012 PSNR_noisy:  21.017883723793442
epoch:  21600 loss:  0.00794049073010683 PSNR:  25.966540139648558 PSNR_noisy:  21.001526844134265
epoch:  21800 loss:  0.007955767214298248 PSNR:  26.18480308135762 PSNR_noisy:  20.993179053552428
epoch:  22000 loss:  0.007858986966311932 PSNR:  26.209811034417534 PSNR_noisy:  21.046334545838207
epoch:  22200 loss:  0.007920858450233936 PSNR:  26.03737707339325 PSNR_noisy:  21.012277588447272
epoch:  22400 loss:  0.007814722135663033 PSNR:  26.26064415805375 PSNR_noisy:  21.070864900682764
epoch:  22600 loss:  0.007946213707327843 PSNR:  26.20916563346796 PSNR_noisy:  20.998397678685087
epoch:  22800 loss:  0.007837808690965176 PSNR:  26.290699330975748 PSNR_noisy:  21.058053429873425
epoch:  23000 loss:  0.007920056581497192 PSNR:  26.14513185239605 PSNR_noisy:  21.01271747277536
epoch:  23200 loss:  0.007906530052423477 PSNR:  26.159382853063093 PSNR_noisy:  21.020141214639033
epoch:  23400 loss:  0.007878605276346207 PSNR:  26.17943606849161 PSNR_noisy:  21.035506943319128
epoch:  23600 loss:  0.007862995378673077 PSNR:  26.258874485024318 PSNR_noisy:  21.04411969947008
epoch:  23800 loss:  0.007951406762003899 PSNR:  26.061627113162306 PSNR_noisy:  20.99556092501116
epoch:  24000 loss:  0.00783848948776722 PSNR:  26.221945839134506 PSNR_noisy:  21.057676824546828
epoch:  24200 loss:  0.007841517217457294 PSNR:  26.141509619499196 PSNR_noisy:  21.05599921675161
epoch:  24400 loss:  0.007921484299004078 PSNR:  25.979726369590065 PSNR_noisy:  21.011934432452453
epoch:  24600 loss:  0.007843881845474243 PSNR:  26.13367920564162 PSNR_noisy:  21.054689568267186
epoch:  24800 loss:  0.007802806794643402 PSNR:  26.181210894060364 PSNR_noisy:  21.077491510146107
epoch:  25000 loss:  0.007841860875487328 PSNR:  26.162977882979533 PSNR_noisy:  21.055808683692632
epoch:  25200 loss:  0.007856635376811028 PSNR:  26.215419044993602 PSNR_noisy:  21.04763438654348
epoch:  25400 loss:  0.007928280159831047 PSNR:  25.986681892081677 PSNR_noisy:  21.008210636499882
epoch:  25600 loss:  0.007807468995451927 PSNR:  26.21409466080245 PSNR_noisy:  21.074897590919846
epoch:  25800 loss:  0.007805063854902983 PSNR:  26.14944296419056 PSNR_noisy:  21.07623539066652
epoch:  26000 loss:  0.007823450490832329 PSNR:  26.137867838265457 PSNR_noisy:  21.066017126966358
epoch:  26200 loss:  0.007803575601428747 PSNR:  26.196337071748946 PSNR_noisy:  21.077063665079177
epoch:  26400 loss:  0.007807690650224686 PSNR:  26.144692725422047 PSNR_noisy:  21.074773662309557
epoch:  26600 loss:  0.007960082963109016 PSNR:  25.82919710160558 PSNR_noisy:  20.99082464125142
epoch:  26800 loss:  0.00788738951086998 PSNR:  25.99201878681134 PSNR_noisy:  21.030667047094088
epoch:  27000 loss:  0.007855011150240898 PSNR:  26.076128126443265 PSNR_noisy:  21.048532757867306
epoch:  27200 loss:  0.007897211238741875 PSNR:  26.100238316202706 PSNR_noisy:  21.025262485069973
epoch:  27400 loss:  0.007855415344238281 PSNR:  26.030685363786255 PSNR_noisy:  21.048308306576118
epoch:  27600 loss:  0.0077818590216338634 PSNR:  26.147994190481935 PSNR_noisy:  21.089166324048925
epoch:  27800 loss:  0.007890830747783184 PSNR:  25.955758426602273 PSNR_noisy:  21.028772781754988
epoch:  28000 loss:  0.00784149020910263 PSNR:  25.933321004460662 PSNR_noisy:  21.05601380127178
epoch:  28200 loss:  0.007805803325027227 PSNR:  26.1850798580703 PSNR_noisy:  21.075824164659892
epoch:  28400 loss:  0.007789344992488623 PSNR:  26.10532750383396 PSNR_noisy:  21.084990604470335
epoch:  28600 loss:  0.007838502526283264 PSNR:  26.027351985171073 PSNR_noisy:  21.05766893468401
epoch:  28800 loss:  0.007779276929795742 PSNR:  26.109578393435235 PSNR_noisy:  21.09060789940316
epoch:  29000 loss:  0.007851674221456051 PSNR:  26.08215088264491 PSNR_noisy:  21.05037771863213
epoch:  29200 loss:  0.007785475812852383 PSNR:  26.1196898666908 PSNR_noisy:  21.087148607568146
epoch:  29400 loss:  0.00782694574445486 PSNR:  26.072609165379635 PSNR_noisy:  21.064077322294143
epoch:  29600 loss:  0.0079171909019351 PSNR:  25.87432692069916 PSNR_noisy:  21.014289049737744
epoch:  29800 loss:  0.00778920715674758 PSNR:  26.088316022584923 PSNR_noisy:  21.085067463373996
epoch:  30000 loss:  0.007797108963131905 PSNR:  26.13566322083038 PSNR_noisy:  21.08066404008593
epoch:  30200 loss:  0.007797642610967159 PSNR:  26.09827117538359 PSNR_noisy:  21.08036674245922
epoch:  30400 loss:  0.007821152918040752 PSNR:  26.07381296471228 PSNR_noisy:  21.067292282483123
epoch:  30600 loss:  0.007795925717800856 PSNR:  26.057239903988826 PSNR_noisy:  21.081323037015565
epoch:  30800 loss:  0.00791912991553545 PSNR:  25.96821957903872 PSNR_noisy:  21.013225440127215
epoch:  31000 loss:  0.007805433124303818 PSNR:  26.046147325367084 PSNR_noisy:  21.076029657611024
epoch:  31200 loss:  0.007756480947136879 PSNR:  26.124104994423906 PSNR_noisy:  21.10335256563261
epoch:  31400 loss:  0.007769241463392973 PSNR:  26.052850394442903 PSNR_noisy:  21.0962137507467
epoch:  31600 loss:  0.007841303944587708 PSNR:  26.03085970478801 PSNR_noisy:  21.056116881072313
epoch:  31800 loss:  0.007825792767107487 PSNR:  26.017000440925674 PSNR_noisy:  21.064716666923594
epoch:  32000 loss:  0.007817517966032028 PSNR:  26.074793590606408 PSNR_noisy:  21.069311263543526
epoch:  32200 loss:  0.007831144146621227 PSNR:  25.913468691103724 PSNR_noisy:  21.061747993867588
epoch:  32400 loss:  0.007726791314780712 PSNR:  26.090343100984533 PSNR_noisy:  21.120008082834897
epoch:  32600 loss:  0.00775922229513526 PSNR:  26.023032269840918 PSNR_noisy:  21.101818245725728
epoch:  32800 loss:  0.007746751420199871 PSNR:  26.06297969181792 PSNR_noisy:  21.10880422119908
epoch:  33000 loss:  0.007795486133545637 PSNR:  26.10965532730738 PSNR_noisy:  21.081568086052215
epoch:  33200 loss:  0.00784512609243393 PSNR:  26.02546364213215 PSNR_noisy:  21.054000342152225
epoch:  33400 loss:  0.007759348955005407 PSNR:  26.064206940160677 PSNR_noisy:  21.10174725331686
epoch:  33600 loss:  0.007765778806060553 PSNR:  26.14651083837666 PSNR_noisy:  21.098149874239574
epoch:  33800 loss:  0.0077903252094984055 PSNR:  25.930739516125925 PSNR_noisy:  21.084444002483508
epoch:  34000 loss:  0.007825342938303947 PSNR:  25.803213626478353 PSNR_noisy:  21.06496649337147
epoch:  34200 loss:  0.007813209667801857 PSNR:  26.037286185558536 PSNR_noisy:  21.071705758843233
epoch:  34400 loss:  0.007744142320007086 PSNR:  25.98099817956964 PSNR_noisy:  21.110267319693705
epoch:  34600 loss:  0.007739626802504063 PSNR:  26.111093219652854 PSNR_noisy:  21.112800095251252
epoch:  34800 loss:  0.00779482489451766 PSNR:  26.074639760062837 PSNR_noisy:  21.081936635464878
epoch:  35000 loss:  0.007758881896734238 PSNR:  26.050401782793685 PSNR_noisy:  21.10200868999623
epoch:  35200 loss:  0.007738063111901283 PSNR:  26.061581398894 PSNR_noisy:  21.113677315253607
epoch:  35400 loss:  0.007783332373946905 PSNR:  26.076210843262928 PSNR_noisy:  21.088344079596332
epoch:  35600 loss:  0.007768295705318451 PSNR:  25.91588978811484 PSNR_noisy:  21.09674240550585
epoch:  35800 loss:  0.0077826641499996185 PSNR:  25.993138430927797 PSNR_noisy:  21.088717214757832
epoch:  36000 loss:  0.007746764924377203 PSNR:  25.94785303929352 PSNR_noisy:  21.10879645853963
epoch:  36200 loss:  0.007774118334054947 PSNR:  26.034419861255177 PSNR_noisy:  21.093488482606517
epoch:  36400 loss:  0.00785578042268753 PSNR:  25.90710353604853 PSNR_noisy:  21.048106720058545
epoch:  36600 loss:  0.007746617775410414 PSNR:  25.912581479527343 PSNR_noisy:  21.108878876467507
epoch:  36800 loss:  0.007718592882156372 PSNR:  26.023122205271257 PSNR_noisy:  21.124618694893762
epoch:  37000 loss:  0.0077650281600654125 PSNR:  26.06489660739357 PSNR_noisy:  21.09856962601754
epoch:  37200 loss:  0.0077598243951797485 PSNR:  25.962657447136223 PSNR_noisy:  21.101481234059758
epoch:  37400 loss:  0.007717831060290337 PSNR:  26.051223143164638 PSNR_noisy:  21.12504731680755
epoch:  37600 loss:  0.007740525063127279 PSNR:  25.976815522388286 PSNR_noisy:  21.112296096070114
epoch:  37800 loss:  0.007740838453173637 PSNR:  25.99143047564221 PSNR_noisy:  21.112119806353036
epoch:  38000 loss:  0.007732756435871124 PSNR:  25.967319474355435 PSNR_noisy:  21.11665682136205
epoch:  38200 loss:  0.00773369986563921 PSNR:  25.951329586872465 PSNR_noisy:  21.11612694747395
epoch:  38400 loss:  0.0077441087923944 PSNR:  25.935834256433267 PSNR_noisy:  21.110285289096844
epoch:  38600 loss:  0.007707522716373205 PSNR:  25.99530351197762 PSNR_noisy:  21.130851767073974
epoch:  38800 loss:  0.007737662177532911 PSNR:  25.94459877625946 PSNR_noisy:  21.113902479533493
epoch:  39000 loss:  0.007823667488992214 PSNR:  25.96846622054739 PSNR_noisy:  21.06589656056464
epoch:  39200 loss:  0.007720868568867445 PSNR:  26.065719924541423 PSNR_noisy:  21.123338495551806
epoch:  39400 loss:  0.007753157522529364 PSNR:  26.06387075233041 PSNR_noisy:  21.105213714497538
epoch:  39600 loss:  0.0077184527181088924 PSNR:  25.88594226312722 PSNR_noisy:  21.124697296368687
epoch:  39800 loss:  0.007706015836447477 PSNR:  25.911601503669885 PSNR_noisy:  21.13170091617428
PSNR of output image is:  25.911601503669885
(1, 3, 512, 512) (1, 3, 512, 512) (3, 512, 512)
Experiment done
