Starting random mask  training on 5 using ADAM(sigma=0.1,lr=0.01,decay=0,beta=0)
Noisy PSNR is '20.168307867739923'
Pruning with threshold : 0.01612950675189495
1.1.1.weight         | nonzeros =    6867 /   12800             ( 53.65%) | total_pruned =    5933 | shape = torch.Size([16, 32, 5, 5])
epoch:  15600 loss:  0.007010260596871376 PSNR:  25.026502530655918
epoch:  15800 loss:  0.006972500588744879 PSNR:  25.046118448876435
epoch:  16000 loss:  0.007157516200095415 PSNR:  24.94389088732548
epoch:  16200 loss:  0.007088163867592812 PSNR:  24.89656647771042
epoch:  16400 loss:  0.007073882035911083 PSNR:  24.901598555383693
epoch:  16600 loss:  0.00697480421513319 PSNR:  24.993993344914095
epoch:  16800 loss:  0.0070375846698880196 PSNR:  24.989565062162193
epoch:  17000 loss:  0.0069549246691167355 PSNR:  24.995188398333887
epoch:  17200 loss:  0.007010513450950384 PSNR:  24.791606622635513
epoch:  17400 loss:  0.0069887577556073666 PSNR:  24.964353414565124
epoch:  17600 loss:  0.007021106313914061 PSNR:  24.899336570073554
epoch:  17800 loss:  0.006966618355363607 PSNR:  24.97641950410886
epoch:  18000 loss:  0.0069961571134626865 PSNR:  24.929534319401846
epoch:  18200 loss:  0.006980120670050383 PSNR:  24.92050579757956
epoch:  18400 loss:  0.006929442286491394 PSNR:  24.899637141856566
epoch:  18600 loss:  0.00692676892504096 PSNR:  24.937494104431828
epoch:  18800 loss:  0.006892566569149494 PSNR:  24.870704428643997
epoch:  19000 loss:  0.006985936779528856 PSNR:  24.886601397561506
epoch:  19200 loss:  0.006985905580222607 PSNR:  24.86439245741789
epoch:  19400 loss:  0.006909416057169437 PSNR:  24.893142925578417
epoch:  19600 loss:  0.0069612483493983746 PSNR:  24.883824470308646
epoch:  19800 loss:  0.006902425549924374 PSNR:  24.848856212308487
epoch:  20000 loss:  0.006923033855855465 PSNR:  24.807541018357774
epoch:  20200 loss:  0.006955316290259361 PSNR:  24.90629410621771
epoch:  20400 loss:  0.006925506982952356 PSNR:  24.776963843552934
epoch:  20600 loss:  0.006886486429721117 PSNR:  24.79597020227628
epoch:  20800 loss:  0.006887937895953655 PSNR:  24.853787212946514
epoch:  21000 loss:  0.006936781574040651 PSNR:  24.77247972481038
epoch:  21200 loss:  0.006859357934445143 PSNR:  24.88281653341117
epoch:  21400 loss:  0.0068528619594872 PSNR:  24.85931412441701
epoch:  21600 loss:  0.006921112071722746 PSNR:  24.75137345753985
epoch:  21800 loss:  0.00687934597954154 PSNR:  24.849985108209545
epoch:  22000 loss:  0.00688863405957818 PSNR:  24.816478186150867
epoch:  22200 loss:  0.0068602776154875755 PSNR:  24.793041759503346
epoch:  22400 loss:  0.0069071389734745026 PSNR:  24.71729297521633
epoch:  22600 loss:  0.0068771978840231895 PSNR:  24.74282077261181
epoch:  22800 loss:  0.006935351062566042 PSNR:  24.740814985709516
epoch:  23000 loss:  0.00688491715118289 PSNR:  24.717222867454986
epoch:  23200 loss:  0.006845589727163315 PSNR:  24.801990963537662
epoch:  23400 loss:  0.006851793732494116 PSNR:  24.77583129562683
epoch:  23600 loss:  0.006853783503174782 PSNR:  24.801266968328886
epoch:  23800 loss:  0.0068427021615207195 PSNR:  24.790599139960893
epoch:  24000 loss:  0.006854472681879997 PSNR:  24.74025141092055
epoch:  24200 loss:  0.0068665058352053165 PSNR:  24.74959069887163
epoch:  24400 loss:  0.006922405678778887 PSNR:  24.761709450104284
epoch:  24600 loss:  0.006845484487712383 PSNR:  24.793086577062628
epoch:  24800 loss:  0.006836920510977507 PSNR:  24.77501418582304
epoch:  25000 loss:  0.00683188159018755 PSNR:  24.67241661724944
epoch:  25200 loss:  0.006806568708270788 PSNR:  24.734883797398417
epoch:  25400 loss:  0.006817963439971209 PSNR:  24.759652263479907
epoch:  25600 loss:  0.00679152924567461 PSNR:  24.81724151166953
epoch:  25800 loss:  0.006833089981228113 PSNR:  24.73889894907706
epoch:  26000 loss:  0.006748920306563377 PSNR:  24.768740833326632
epoch:  26200 loss:  0.0067987903021276 PSNR:  24.70568131558941
epoch:  26400 loss:  0.00678434269502759 PSNR:  24.715190533991297
epoch:  26600 loss:  0.006749434396624565 PSNR:  24.742187329575014
epoch:  26800 loss:  0.006791419815272093 PSNR:  24.738842041079565
epoch:  27000 loss:  0.006811119150370359 PSNR:  24.649385653361872
epoch:  27200 loss:  0.006784718483686447 PSNR:  24.704437853689413
epoch:  27400 loss:  0.0067780171521008015 PSNR:  24.662551954931573
epoch:  27600 loss:  0.006789549719542265 PSNR:  24.638304589541242
epoch:  27800 loss:  0.006755514070391655 PSNR:  24.703377816182993
epoch:  28000 loss:  0.00679455092176795 PSNR:  24.648998093312585
epoch:  28200 loss:  0.006797431036829948 PSNR:  24.648430383229982
epoch:  28400 loss:  0.006776975933462381 PSNR:  24.73952649200019
epoch:  28600 loss:  0.006770079955458641 PSNR:  24.655894099191112
epoch:  28800 loss:  0.00682580191642046 PSNR:  24.641167296886813
epoch:  29000 loss:  0.006771044339984655 PSNR:  24.601485595423828
epoch:  29200 loss:  0.006751085631549358 PSNR:  24.67046115704491
epoch:  29400 loss:  0.006730348337441683 PSNR:  24.66282858863318
epoch:  29600 loss:  0.006788244936615229 PSNR:  24.568460773687274
epoch:  29800 loss:  0.0067155929282307625 PSNR:  24.7007779520518
epoch:  30000 loss:  0.006801636423915625 PSNR:  24.662367640867
epoch:  30200 loss:  0.006723984144628048 PSNR:  24.719631747517276
epoch:  30400 loss:  0.0067519536241889 PSNR:  24.678607200170536
epoch:  30600 loss:  0.006744773127138615 PSNR:  24.622824785248262
epoch:  30800 loss:  0.00673892954364419 PSNR:  24.701273143790402
epoch:  31000 loss:  0.006712823174893856 PSNR:  24.638742982022276
epoch:  31200 loss:  0.006762560922652483 PSNR:  24.596238016474892
epoch:  31400 loss:  0.0067570810206234455 PSNR:  24.547313503116275
epoch:  31600 loss:  0.006715807598084211 PSNR:  24.625840998380877
epoch:  31800 loss:  0.0067196921445429325 PSNR:  24.66431738761827
epoch:  32000 loss:  0.006796099711209536 PSNR:  24.47438245919769
epoch:  32200 loss:  0.006718160584568977 PSNR:  24.61722198043279
epoch:  32400 loss:  0.006728408858180046 PSNR:  24.64549245307794
epoch:  32600 loss:  0.006790457759052515 PSNR:  24.65127203674912
epoch:  32800 loss:  0.006694029550999403 PSNR:  24.69684409468804
epoch:  33000 loss:  0.006683178246021271 PSNR:  24.633780258223403
epoch:  33200 loss:  0.0066887387074530125 PSNR:  24.66702256075049
epoch:  33400 loss:  0.006696672178804874 PSNR:  24.65288115497634
epoch:  33600 loss:  0.006692180410027504 PSNR:  24.628094627505067
epoch:  33800 loss:  0.00672273151576519 PSNR:  24.63244908639644
epoch:  34000 loss:  0.0066717443987727165 PSNR:  24.635280592931498
epoch:  34200 loss:  0.0067285047844052315 PSNR:  24.530118135816178
epoch:  34400 loss:  0.006726470310240984 PSNR:  24.545985814833852
epoch:  34600 loss:  0.00670573441311717 PSNR:  24.522282896033737
epoch:  34800 loss:  0.006656039971858263 PSNR:  24.626203906257892
epoch:  35000 loss:  0.0067069195210933685 PSNR:  24.675344041213883
epoch:  35200 loss:  0.0066605424508452415 PSNR:  24.619972967270705
epoch:  35400 loss:  0.006691078655421734 PSNR:  24.643941157681127
epoch:  35600 loss:  0.006711414083838463 PSNR:  24.53853076438189
epoch:  35800 loss:  0.006698793265968561 PSNR:  24.56422405708136
epoch:  36000 loss:  0.0066952090710401535 PSNR:  24.55778184861861
epoch:  36200 loss:  0.006688788067549467 PSNR:  24.60210322025544
epoch:  36400 loss:  0.0066749402321875095 PSNR:  24.650932108594738
epoch:  36600 loss:  0.006636980455368757 PSNR:  24.647452326476696
epoch:  36800 loss:  0.00665857270359993 PSNR:  24.617502768918442
epoch:  37000 loss:  0.006684147287160158 PSNR:  24.539333036765314
epoch:  37200 loss:  0.006696081254631281 PSNR:  24.553332509544454
epoch:  37400 loss:  0.006654251366853714 PSNR:  24.539609121752193
epoch:  37600 loss:  0.006673733238130808 PSNR:  24.643688995633546
epoch:  37800 loss:  0.006655741948634386 PSNR:  24.488885231397685
epoch:  38000 loss:  0.006649122107774019 PSNR:  24.549897450856342
epoch:  38200 loss:  0.006680530030280352 PSNR:  24.538337838541672
epoch:  38400 loss:  0.006694060750305653 PSNR:  24.469857798262208
epoch:  38600 loss:  0.006645863875746727 PSNR:  24.544596915253702
epoch:  38800 loss:  0.006678201258182526 PSNR:  24.484684222439014
epoch:  39000 loss:  0.006652600597590208 PSNR:  24.567065826695988
epoch:  39200 loss:  0.0066832369193434715 PSNR:  24.528513123118532
epoch:  39400 loss:  0.006649510469287634 PSNR:  24.592670754092968
epoch:  39600 loss:  0.0066747465170919895 PSNR:  24.540367870679916
epoch:  39800 loss:  0.00660724239423871 PSNR:  24.59492470877045
Output directory: data/denoising/Set14/mask/5/pai/mag_global/sparse_0.8
PSNR of output image is:  24.59492470877045
(3, 576, 576) (1, 3, 576, 576) (3, 576, 576)
Experiment done
